K-12,HM43_UR,HM43_UTI,HM43_LB,HM43_mouse,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse,HM86_LB,HM86_UR,HM86_UTI,HM86_mouse
b1186,2220.0,1069.0,3487.0,398.0,2500.0,9777.0,3226.0,1300.0,8032.0,6039.0,967.0,1471.0
b3606,144.0,48.0,746.0,45.0,246.0,920.0,309.0,161.0,1022.0,442.0,129.0,234.0
b1889,2947.0,211.0,12219.0,39.0,43.0,6510.0,2085.0,67.0,313.0,330.0,27.0,79.0
b2223,104.0,18.0,85.0,32.0,23.0,47.0,2057.0,208.0,29.0,1414.0,5.0,102.0
b2807,963.0,320.0,1015.0,74.0,1093.0,1720.0,1663.0,294.0,1129.0,960.0,268.0,237.0
b1820,215.0,105.0,554.0,45.0,39.0,256.0,145.0,87.0,713.0,544.0,78.0,315.0
b0159,2541.0,567.0,7452.0,321.0,1219.0,11379.0,6180.0,1354.0,12595.0,4812.0,603.0,1879.0
b2620,2532.0,1205.0,6012.0,322.0,2812.0,13249.0,9715.0,2611.0,8564.0,8418.0,956.0,1492.0
b3009,1520.0,311.0,1722.0,156.0,394.0,1605.0,2840.0,367.0,1225.0,2106.0,247.0,461.0
b3062,105.0,10.0,109.0,81.0,30.0,95.0,120.0,105.0,91.0,173.0,8.0,222.0
b3826,1790.0,630.0,4586.0,174.0,752.0,4421.0,4512.0,289.0,3418.0,5160.0,303.0,731.0
b0102,2213.0,535.0,4732.0,209.0,848.0,6660.0,4314.0,864.0,8196.0,6446.0,715.0,1115.0
b0927,8450.0,1202.0,7674.0,626.0,1413.0,10597.0,21732.0,2292.0,9334.0,20037.0,852.0,2362.0
b4174,18059.0,3085.0,29988.0,1400.0,5198.0,50558.0,42045.0,4484.0,34144.0,35662.0,2076.0,6177.0
b0829,3991.0,329.0,3632.0,205.0,413.0,9823.0,7603.0,885.0,6799.0,5720.0,202.0,807.0
b1220,1417.0,78.0,421.0,130.0,140.0,576.0,1883.0,295.0,176.0,1100.0,39.0,91.0
b3240,887.0,482.0,486.0,2234.0,409.0,593.0,4244.0,2280.0,471.0,6938.0,128.0,1674.0
b2206,289.0,286.0,997.0,2005.0,1099.0,9258.0,878.0,4130.0,6018.0,429.0,295.0,12298.0
b0770,47.0,9.0,42.0,32.0,4.0,16.0,16.0,22.0,15.0,17.0,0.0,37.0
b0926,12968.0,1797.0,8879.0,772.0,2368.0,10233.0,33569.0,3305.0,8504.0,26113.0,1074.0,3317.0
b2434,3383.0,332.0,4942.0,248.0,234.0,1477.0,1997.0,117.0,1446.0,1781.0,264.0,493.0
b1695,167.0,32.0,218.0,46.0,33.0,632.0,501.0,115.0,348.0,444.0,19.0,103.0
b0007,1028.0,63.0,929.0,105.0,110.0,719.0,1429.0,214.0,811.0,1207.0,48.0,310.0
b1959,107.0,11.0,106.0,15.0,9.0,92.0,349.0,35.0,2.0,18.0,0.0,17.0
b2147,2356.0,111.0,3658.0,272.0,82.0,2450.0,3997.0,1140.0,2430.0,3116.0,62.0,1436.0
b4203,2430.0,5112.0,23730.0,2156.0,9454.0,39211.0,2406.0,3694.0,25787.0,3859.0,4069.0,6879.0
b3747,1738.0,420.0,3762.0,212.0,1154.0,4661.0,3774.0,660.0,3091.0,1729.0,570.0,783.0
b3402,7720.0,374.0,17037.0,428.0,353.0,2333.0,4132.0,636.0,538.0,1536.0,57.0,308.0
b2892,2880.0,909.0,4257.0,547.0,2217.0,7881.0,4779.0,966.0,10025.0,10828.0,1163.0,2620.0
b2096,265.0,13.0,30.0,7.0,4.0,29.0,256.0,12.0,10.0,540.0,2.0,12.0
b0396,3134.0,220.0,1945.0,230.0,276.0,1382.0,6148.0,1214.0,1211.0,3060.0,214.0,549.0
b2976,8068.0,287.0,129311.0,389.0,410.0,8182.0,156035.0,600.0,4506.0,114671.0,272.0,1777.0
b4536,606.0,32.0,853.0,29.0,79.0,256.0,294.0,69.0,298.0,378.0,45.0,115.0
b3191,2612.0,536.0,3918.0,156.0,1344.0,4644.0,2798.0,373.0,3980.0,3022.0,595.0,979.0
b3583,75.0,8.0,190.0,11.0,12.0,261.0,304.0,46.0,182.0,285.0,5.0,70.0
b0192,3848.0,297.0,3292.0,187.0,608.0,3425.0,5151.0,245.0,1932.0,3180.0,267.0,596.0
b2829,10966.0,1514.0,13222.0,945.0,1959.0,16329.0,22986.0,2958.0,14508.0,27540.0,1110.0,3757.0
b4610,41.0,8.0,35.0,2.0,3.0,19.0,54.0,11.0,17.0,53.0,3.0,10.0
b3998,386.0,35.0,859.0,49.0,175.0,724.0,571.0,79.0,582.0,550.0,57.0,148.0
b1310,40.0,8.0,103.0,22.0,8.0,127.0,164.0,25.0,70.0,261.0,3.0,81.0
b1532,251.0,40.0,181.0,669.0,153.0,92.0,391.0,815.0,23.0,34.0,7.0,63.0
b1189,12867.0,446.0,53525.0,191.0,179.0,42026.0,14575.0,690.0,21475.0,12905.0,112.0,886.0
b0447,1522.0,264.0,1146.0,342.0,496.0,1309.0,4949.0,558.0,1196.0,3397.0,151.0,541.0
b2682,1789.0,345.0,1340.0,444.0,1332.0,2480.0,2706.0,790.0,1941.0,3001.0,379.0,1207.0
b3150,2882.0,406.0,3818.0,239.0,556.0,5833.0,5117.0,919.0,3211.0,4153.0,217.0,987.0
b3930,644.0,440.0,2304.0,113.0,1035.0,1928.0,1059.0,272.0,2071.0,1348.0,480.0,578.0
b2566,4777.0,2612.0,9587.0,695.0,5854.0,14113.0,8520.0,1115.0,9450.0,7341.0,1781.0,2281.0
b0161,10618.0,5272.0,14795.0,1079.0,3467.0,31993.0,37489.0,2146.0,21750.0,28754.0,708.0,7086.0
b0038,794.0,136.0,1141.0,326.0,322.0,945.0,1007.0,1072.0,536.0,552.0,75.0,995.0
b3780,15287.0,5559.0,23417.0,2093.0,11192.0,36055.0,43339.0,5535.0,28843.0,52033.0,4105.0,7095.0
b3601,1208.0,420.0,2268.0,205.0,628.0,1557.0,1304.0,899.0,940.0,924.0,324.0,653.0
b1011,26.0,0.0,6.0,1.0,7.0,46.0,1064.0,14.0,13.0,609.0,0.0,2.0
b1973,309.0,464.0,733.0,981.0,203.0,1793.0,973.0,1433.0,1786.0,707.0,43.0,3697.0
b1204,746.0,328.0,3269.0,147.0,961.0,2319.0,1394.0,322.0,2148.0,1332.0,359.0,505.0
b2941,121.0,19.0,427.0,32.0,64.0,304.0,88.0,38.0,532.0,128.0,22.0,52.0
b3944,72.0,22.0,44.0,40.0,30.0,32.0,115.0,50.0,25.0,77.0,17.0,45.0
b1276,26703.0,450.0,38269.0,733.0,309.0,7096.0,22737.0,1231.0,10141.0,19010.0,325.0,1581.0
b1252,4740.0,2572.0,4528.0,546.0,3407.0,5047.0,26472.0,4177.0,4776.0,21657.0,1837.0,2656.0
b0579,2233.0,198.0,1527.0,120.0,200.0,2608.0,2879.0,488.0,2520.0,2973.0,124.0,521.0
b1697,151.0,6.0,104.0,13.0,26.0,169.0,378.0,79.0,107.0,230.0,6.0,50.0
b1586,1712.0,104.0,1851.0,61.0,152.0,1770.0,3877.0,334.0,733.0,1015.0,45.0,168.0
b1277,1212.0,358.0,2986.0,147.0,860.0,3683.0,2282.0,541.0,3335.0,2178.0,422.0,717.0
b2942,9381.0,2594.0,24773.0,2727.0,10203.0,47960.0,46746.0,18460.0,54794.0,16812.0,5351.0,9717.0
b0935,49.0,6.0,236.0,13.0,13.0,99.0,85.0,19.0,101.0,84.0,4.0,22.0
b0777,66.0,33.0,103.0,36.0,82.0,191.0,111.0,69.0,93.0,49.0,342.0,56.0
b0755,126694.0,23958.0,89252.0,7690.0,13224.0,191369.0,495006.0,39603.0,167348.0,477540.0,8821.0,37468.0
b1034,8591.0,1467.0,12899.0,576.0,2036.0,9947.0,12040.0,2079.0,11266.0,19129.0,866.0,2441.0
b2923,1523.0,280.0,2356.0,213.0,730.0,4408.0,2174.0,633.0,4457.0,1899.0,168.0,890.0
b1992,2738.0,136.0,2386.0,183.0,87.0,827.0,926.0,145.0,518.0,973.0,38.0,513.0
b1703,4746.0,341.0,10490.0,150.0,293.0,16090.0,10060.0,700.0,11296.0,4783.0,113.0,585.0
b3698,5564.0,244.0,7291.0,145.0,1468.0,4904.0,5361.0,776.0,6158.0,2195.0,519.0,590.0
b3821,1449.0,555.0,4833.0,263.0,1095.0,3506.0,1791.0,645.0,4867.0,2286.0,676.0,789.0
b3093,1538.0,101.0,1462.0,483.0,127.0,651.0,4525.0,2131.0,352.0,6784.0,60.0,1738.0
b3924,5439.0,611.0,4635.0,203.0,540.0,10496.0,15112.0,1201.0,8157.0,12165.0,325.0,1294.0
b0415,3208.0,2179.0,11501.0,421.0,6240.0,11945.0,8425.0,1589.0,8258.0,9507.0,2795.0,1988.0
b1113,438.0,141.0,445.0,37.0,89.0,1155.0,590.0,81.0,1142.0,300.0,16.0,126.0
b4269,4641.0,62.0,13346.0,80.0,218.0,7391.0,28799.0,412.0,4299.0,15894.0,46.0,224.0
b1837,2428.0,77.0,1112.0,64.0,96.0,481.0,2769.0,176.0,310.0,924.0,101.0,244.0
b1829,6366.0,2510.0,4907.0,374.0,1868.0,9862.0,2958.0,1407.0,7219.0,2509.0,991.0,2155.0
b2073,51.0,9.0,15.0,2.0,28.0,79.0,151.0,76.0,84.0,68.0,8.0,43.0
b0631,1623.0,666.0,5140.0,263.0,676.0,3668.0,1996.0,559.0,3003.0,3248.0,385.0,1050.0
b4506,13.0,5.0,2.0,19.0,3.0,3.0,25.0,32.0,4.0,29.0,1.0,23.0
b1334,26699.0,5377.0,42370.0,2865.0,8564.0,34099.0,42064.0,8467.0,50678.0,60461.0,4456.0,8958.0
b1161,92.0,130.0,204.0,44.0,374.0,244.0,286.0,309.0,238.0,501.0,104.0,78.0
b1613,2093.0,905.0,5988.0,261.0,1532.0,13389.0,6239.0,1825.0,9502.0,5686.0,539.0,1701.0
b3166,2213.0,1209.0,6474.0,1139.0,2818.0,15525.0,4730.0,1835.0,15927.0,5861.0,909.0,2914.0
b2813,1551.0,1658.0,4401.0,391.0,2733.0,9262.0,2302.0,940.0,6941.0,4484.0,1377.0,1427.0
b0659,11586.0,1592.0,11832.0,507.0,1670.0,16423.0,25040.0,2442.0,12321.0,17556.0,838.0,2302.0
b2473,1884.0,444.0,2377.0,140.0,140.0,2870.0,5499.0,508.0,1568.0,4281.0,75.0,808.0
b2436,705.0,367.0,1181.0,192.0,443.0,2128.0,2185.0,586.0,1402.0,2426.0,220.0,494.0
b4186,428.0,41.0,259.0,48.0,31.0,171.0,304.0,90.0,156.0,379.0,16.0,111.0
b0182,3660.0,1023.0,3611.0,1095.0,4176.0,7009.0,11489.0,3086.0,5521.0,10493.0,1331.0,2996.0
b4380,317.0,69.0,723.0,283.0,104.0,2226.0,558.0,1643.0,3053.0,834.0,53.0,3017.0
b3547,331.0,32.0,519.0,548.0,99.0,259.0,391.0,9256.0,108.0,212.0,38.0,2044.0
b2883,774.0,84.0,959.0,115.0,85.0,1141.0,1080.0,233.0,514.0,595.0,33.0,1130.0
b4025,17479.0,4200.0,44274.0,1307.0,6925.0,47608.0,43075.0,5389.0,34349.0,28670.0,2811.0,6188.0
b3966,6355.0,6640.0,15532.0,848.0,9638.0,66250.0,10319.0,2689.0,56225.0,32020.0,2851.0,7299.0
b4140,1037.0,337.0,1209.0,143.0,96.0,678.0,557.0,417.0,351.0,232.0,86.0,516.0
b4197,344.0,43.0,736.0,608.0,45.0,736.0,656.0,1082.0,541.0,573.0,21.0,2816.0
b3542,693.0,145.0,1067.0,75.0,115.0,572.0,1241.0,195.0,204.0,1874.0,246.0,84.0
b2953,381.0,241.0,862.0,58.0,482.0,1189.0,672.0,179.0,1524.0,891.0,195.0,225.0
b2576,1655.0,1400.0,7535.0,648.0,7122.0,18253.0,6211.0,3036.0,16557.0,5866.0,3071.0,3340.0
b3939,2444.0,672.0,4863.0,779.0,1248.0,6056.0,5214.0,1418.0,8874.0,10413.0,902.0,2192.0
b2441,613.0,51.0,1623.0,210.0,43.0,840.0,1310.0,509.0,673.0,1145.0,24.0,1669.0
b0035,142.0,10.0,370.0,54.0,27.0,304.0,101.0,181.0,161.0,85.0,16.0,213.0
b1130,7449.0,733.0,4805.0,364.0,1267.0,6919.0,7818.0,793.0,5547.0,6283.0,414.0,966.0
b2561,1111.0,119.0,923.0,90.0,204.0,1813.0,1472.0,381.0,1395.0,525.0,113.0,303.0
b2957,382.0,101.0,1501.0,1282.0,207.0,8681.0,626.0,3520.0,4872.0,522.0,52.0,17880.0
b3061,134.0,10.0,101.0,64.0,18.0,83.0,119.0,81.0,103.0,147.0,19.0,118.0
b0520,12.0,2.0,20.0,47.0,2.0,49.0,48.0,90.0,24.0,25.0,4.0,443.0
b2183,3631.0,756.0,4243.0,321.0,1994.0,3042.0,7562.0,1015.0,2141.0,4249.0,665.0,1017.0
b0796,1482.0,314.0,2782.0,181.0,394.0,2577.0,2024.0,389.0,2886.0,2600.0,162.0,1086.0
b0213,1404.0,157.0,1195.0,147.0,218.0,1987.0,3368.0,545.0,967.0,1592.0,87.0,391.0
b2390,494.0,35.0,1050.0,33.0,7.0,610.0,1536.0,143.0,402.0,739.0,10.0,259.0
b3727,466.0,232.0,1237.0,78.0,160.0,1185.0,648.0,166.0,936.0,367.0,252.0,348.0
b3706,1708.0,489.0,12073.0,463.0,2264.0,8648.0,4637.0,1168.0,6140.0,3620.0,827.0,1336.0
b2289,6246.0,1176.0,3304.0,1712.0,2264.0,8119.0,13817.0,3266.0,3664.0,10607.0,644.0,6109.0
b0443,2150.0,43.0,1033.0,80.0,146.0,714.0,3528.0,209.0,137.0,761.0,17.0,113.0
b2529,14403.0,3269.0,35782.0,990.0,9305.0,47453.0,24412.0,3574.0,26792.0,24116.0,1802.0,3785.0
b1078,151.0,139.0,1482.0,23.0,31.0,7394.0,303.0,67.0,5609.0,294.0,48.0,67.0
b0117,1162.0,48.0,804.0,69.0,31.0,281.0,1540.0,134.0,287.0,2027.0,17.0,167.0
b0209,8757.0,698.0,3034.0,304.0,635.0,3555.0,18586.0,1083.0,1409.0,7051.0,254.0,999.0
b2411,7106.0,1769.0,16850.0,631.0,2515.0,24750.0,11429.0,938.0,17063.0,9277.0,1193.0,2892.0
b3830,7707.0,127.0,4418.0,102.0,76.0,2669.0,26024.0,418.0,1231.0,12395.0,80.0,228.0
b2218,7943.0,1444.0,9387.0,597.0,1526.0,8500.0,11550.0,1526.0,7538.0,16707.0,1078.0,2461.0
b1867,1019.0,185.0,1163.0,72.0,415.0,2838.0,3620.0,443.0,1069.0,2039.0,130.0,173.0
b2065,3261.0,346.0,4584.0,295.0,1620.0,6325.0,3804.0,773.0,3837.0,2992.0,758.0,1090.0
b0334,119.0,21.0,270.0,121.0,19.0,105.0,4207.0,45.0,87.0,4903.0,5.0,99.0
b3909,219.0,30.0,277.0,22.0,54.0,283.0,1435.0,113.0,111.0,2860.0,11.0,1347.0
b0448,1763.0,212.0,1322.0,436.0,490.0,1175.0,3315.0,442.0,857.0,2786.0,170.0,564.0
b2837,4023.0,454.0,1907.0,249.0,785.0,3981.0,9185.0,1194.0,3111.0,6101.0,293.0,1122.0
b2157,1889.0,176.0,1557.0,209.0,379.0,2091.0,4388.0,381.0,1197.0,2538.0,151.0,486.0
b1675,1234.0,100.0,965.0,52.0,273.0,664.0,1906.0,219.0,992.0,1912.0,52.0,149.0
b3688,575.0,82.0,1461.0,33.0,69.0,646.0,641.0,96.0,522.0,607.0,47.0,178.0
b1649,980.0,156.0,914.0,146.0,303.0,1104.0,3191.0,230.0,783.0,2119.0,118.0,360.0
b4097,46.0,11.0,94.0,7.0,6.0,55.0,70.0,14.0,8.0,20.0,0.0,3.0
b2703,66359.0,423.0,825.0,632.0,137.0,739.0,8903.0,6229.0,141.0,8628.0,33.0,538.0
b4735,20092.0,411.0,13436.0,277.0,183.0,33512.0,81020.0,1114.0,25606.0,77030.0,222.0,1482.0
b3075,513.0,616.0,779.0,136.0,1102.0,2554.0,1394.0,565.0,3134.0,2851.0,502.0,571.0
b3222,1985.0,83.0,2434.0,218.0,91.0,3806.0,7341.0,1770.0,10988.0,6881.0,130.0,1616.0
b2098,290.0,28.0,293.0,29.0,34.0,276.0,643.0,74.0,145.0,195.0,15.0,23.0
b0954,975.0,935.0,2638.0,288.0,3730.0,12889.0,4169.0,439.0,5165.0,2733.0,1941.0,1379.0
b0912,10974.0,884.0,17634.0,443.0,1569.0,9459.0,24553.0,1879.0,7285.0,12179.0,626.0,1676.0
b2199,354.0,76.0,702.0,110.0,202.0,631.0,411.0,211.0,481.0,402.0,103.0,593.0
b3823,1455.0,177.0,1345.0,131.0,133.0,676.0,1882.0,257.0,683.0,1830.0,86.0,289.0
b3588,9114.0,48.0,9484.0,235.0,49.0,567.0,23127.0,247.0,380.0,15181.0,12.0,387.0
b2328,1696.0,551.0,3861.0,279.0,1016.0,5194.0,4547.0,745.0,4841.0,6424.0,563.0,1098.0
b3256,4746.0,4292.0,39052.0,1754.0,11042.0,111787.0,16314.0,6492.0,96593.0,35435.0,5737.0,10137.0
b2513,8439.0,2610.0,13747.0,621.0,3671.0,22380.0,18331.0,1614.0,16693.0,14541.0,1583.0,2717.0
b2295,3470.0,258.0,1969.0,147.0,379.0,1606.0,2764.0,455.0,1410.0,1475.0,245.0,577.0
b3209,3432.0,269.0,7741.0,272.0,369.0,13191.0,6484.0,715.0,11594.0,6854.0,254.0,1691.0
b0575,424.0,63.0,529.0,105.0,93.0,357.0,645.0,138.0,215.0,731.0,56.0,235.0
b1684,10618.0,1601.0,2503.0,218.0,238.0,1307.0,14546.0,742.0,527.0,10376.0,277.0,368.0
b2425,185.0,141.0,7447.0,49.0,70.0,31872.0,394.0,225.0,41095.0,325.0,19.0,355.0
b3457,3615.0,86.0,35.0,47.0,60.0,59.0,3667.0,50.0,61.0,1070.0,114.0,74.0
b1163,2099.0,132.0,402.0,111.0,173.0,587.0,7720.0,261.0,410.0,7570.0,50.0,206.0
b2368,111.0,9.0,75.0,46.0,33.0,75.0,116.0,69.0,52.0,69.0,10.0,84.0
b3955,4307.0,3419.0,21054.0,810.0,3457.0,71171.0,7008.0,2406.0,47899.0,13901.0,2120.0,2744.0
b3640,1045.0,883.0,5259.0,274.0,1783.0,6787.0,1948.0,697.0,4412.0,2389.0,1077.0,1035.0
b2080,17360.0,92.0,19623.0,133.0,183.0,10978.0,125466.0,2293.0,4284.0,58067.0,46.0,520.0
b1529,3328.0,130.0,1741.0,130.0,130.0,1245.0,5926.0,498.0,1195.0,3360.0,96.0,443.0
b0367,57.0,6.0,110.0,43.0,20.0,717.0,198.0,26.0,154.0,90.0,2.0,48.0
b0528,213.0,24.0,303.0,35.0,58.0,72.0,99.0,28.0,75.0,139.0,23.0,50.0
b4180,2388.0,136.0,2307.0,226.0,474.0,3537.0,3193.0,566.0,1400.0,1743.0,134.0,548.0
b3765,502.0,68.0,391.0,41.0,102.0,508.0,1005.0,172.0,328.0,997.0,41.0,184.0
b4209,5194.0,4784.0,782.0,1593.0,628.0,1200.0,1701.0,2907.0,1205.0,3198.0,2302.0,327.0
b3243,542.0,107.0,585.0,77.0,757.0,6122.0,4731.0,960.0,3351.0,3179.0,262.0,691.0
b0010,509.0,259.0,505.0,112.0,3000.0,807.0,724.0,490.0,583.0,555.0,1955.0,983.0
b3017,1829.0,302.0,3174.0,293.0,1019.0,6672.0,3114.0,645.0,3631.0,2530.0,419.0,982.0
b2239,7581.0,556.0,10345.0,1062.0,359.0,27088.0,7964.0,1862.0,18333.0,4983.0,213.0,21238.0
b4329,137.0,77.0,912.0,73.0,76.0,1497.0,605.0,429.0,3572.0,2058.0,41.0,565.0
b2299,2332.0,479.0,10097.0,218.0,851.0,10438.0,6028.0,915.0,10569.0,7345.0,590.0,1530.0
b0375,21.0,1.0,9.0,31.0,7.0,77.0,28.0,55.0,42.0,22.0,1.0,72.0
b3225,7816.0,1291.0,7583.0,1010.0,702.0,33018.0,39527.0,5159.0,59368.0,19075.0,648.0,5369.0
b0914,3352.0,2270.0,7783.0,870.0,5162.0,12090.0,5515.0,1136.0,15550.0,6740.0,2437.0,3057.0
b3510,94590.0,202.0,179609.0,1134.0,281.0,7257.0,860424.0,7373.0,2586.0,154864.0,39.0,702.0
b1690,90.0,9.0,46.0,14.0,2.0,20.0,57.0,17.0,11.0,74.0,2.0,19.0
b1727,2936.0,1199.0,6642.0,170.0,1391.0,11580.0,6562.0,1072.0,12719.0,7693.0,994.0,1393.0
b2409,2183.0,215.0,3334.0,120.0,135.0,1275.0,1648.0,190.0,559.0,658.0,51.0,196.0
b1659,965.0,110.0,1035.0,118.0,264.0,1358.0,2273.0,484.0,1214.0,1809.0,98.0,492.0
b0404,497.0,138.0,698.0,27.0,175.0,474.0,781.0,87.0,418.0,614.0,121.0,105.0
b0231,2654.0,120.0,2745.0,167.0,188.0,1256.0,2602.0,212.0,1133.0,2016.0,129.0,366.0
b2072,113.0,9.0,87.0,11.0,28.0,118.0,238.0,22.0,29.0,53.0,1.0,24.0
b2406,270.0,43.0,194.0,75.0,20.0,131.0,158.0,51.0,84.0,146.0,17.0,52.0
b0637,1547.0,592.0,1598.0,268.0,1423.0,3367.0,3222.0,688.0,2344.0,2963.0,562.0,938.0
b1175,16165.0,2411.0,27446.0,950.0,3586.0,53829.0,41378.0,5656.0,46358.0,48499.0,1771.0,6038.0
b0028,1321.0,378.0,2422.0,299.0,984.0,4699.0,4241.0,848.0,3867.0,4102.0,233.0,1021.0
b3058,536.0,179.0,2003.0,159.0,731.0,5012.0,2070.0,633.0,3531.0,1540.0,417.0,707.0
b4127,19159.0,143.0,11991.0,162.0,14.0,314.0,259.0,79.0,1549.0,9432.0,88.0,399.0
b3693,2674.0,29.0,312.0,89.0,55.0,410.0,414.0,192.0,305.0,617.0,48.0,214.0
b0862,2701.0,211.0,3684.0,145.0,833.0,1806.0,4088.0,650.0,897.0,3024.0,471.0,382.0
b4142,26944.0,12851.0,189393.0,3746.0,11134.0,147139.0,50322.0,16776.0,127118.0,42319.0,5643.0,24367.0
b3355,1960.0,262.0,2152.0,162.0,439.0,3263.0,5104.0,585.0,2069.0,4326.0,154.0,773.0
b1689,143.0,9.0,99.0,9.0,1.0,138.0,320.0,48.0,41.0,242.0,0.0,37.0
b1919,8950.0,802.0,7931.0,390.0,1326.0,15247.0,23625.0,1307.0,7843.0,9074.0,602.0,1091.0
b1660,469.0,238.0,606.0,478.0,1426.0,577.0,809.0,709.0,395.0,767.0,344.0,825.0
b0923,2405.0,640.0,4509.0,390.0,1492.0,13687.0,7207.0,941.0,9911.0,8744.0,513.0,1513.0
b0013,29.0,12.0,56.0,3.0,56.0,211.0,92.0,18.0,92.0,76.0,16.0,11.0
b1752,311.0,41.0,347.0,15.0,69.0,368.0,702.0,125.0,346.0,568.0,20.0,136.0
b0306,4636.0,519.0,2555.0,517.0,490.0,7032.0,4353.0,1461.0,3283.0,6791.0,184.0,1772.0
b1816,2713.0,553.0,2414.0,275.0,451.0,3136.0,1203.0,207.0,2074.0,1884.0,237.0,437.0
b1436,105.0,23.0,62.0,6.0,15.0,61.0,123.0,40.0,19.0,43.0,1.0,26.0
b1593,1071.0,177.0,1565.0,520.0,231.0,3637.0,1465.0,3028.0,3656.0,1318.0,139.0,2888.0
b2300,2747.0,459.0,9286.0,212.0,981.0,12681.0,8480.0,834.0,9727.0,6090.0,538.0,1165.0
b3479,30.0,15.0,86.0,54.0,60.0,222.0,152.0,116.0,168.0,55.0,18.0,117.0
b3407,1778.0,1250.0,13068.0,759.0,3652.0,33812.0,7860.0,3060.0,33287.0,14480.0,1451.0,4036.0
b4309,1105.0,32.0,605.0,77.0,31.0,378.0,1125.0,263.0,253.0,783.0,30.0,159.0
b2016,7279.0,715.0,7277.0,393.0,1187.0,14605.0,20008.0,2211.0,9000.0,11214.0,563.0,1649.0
b2384,77.0,6.0,104.0,18.0,8.0,37.0,71.0,23.0,88.0,166.0,6.0,38.0
b0387,730.0,144.0,880.0,72.0,341.0,2137.0,2976.0,364.0,1323.0,2592.0,182.0,294.0
b0312,8507.0,289.0,4705.0,315.0,725.0,14628.0,19771.0,1172.0,15582.0,17955.0,746.0,1912.0
b0605,26516.0,145081.0,52677.0,9521.0,142330.0,77871.0,147171.0,46667.0,84798.0,161961.0,54152.0,27608.0
b2200,169.0,46.0,270.0,102.0,175.0,320.0,225.0,159.0,281.0,284.0,89.0,513.0
b4478,2394.0,26.0,242.0,45.0,12.0,74.0,93.0,63.0,68.0,179.0,47.0,60.0
b3154,1106.0,238.0,706.0,116.0,252.0,441.0,1310.0,378.0,595.0,1731.0,106.0,388.0
b3066,5120.0,3973.0,7653.0,1464.0,14856.0,28210.0,24594.0,4126.0,20941.0,16608.0,3830.0,4968.0
b4149,5686.0,46.0,8540.0,71.0,24.0,1416.0,4812.0,124.0,681.0,2191.0,6.0,82.0
b3255,6950.0,7303.0,43495.0,2062.0,20014.0,149480.0,39947.0,13289.0,141853.0,67906.0,8536.0,12455.0
b1694,120.0,33.0,116.0,33.0,29.0,426.0,219.0,41.0,201.0,188.0,18.0,40.0
b0662,3754.0,157.0,5378.0,199.0,267.0,3746.0,4782.0,628.0,5793.0,5277.0,150.0,642.0
b0567,275.0,65.0,375.0,40.0,153.0,486.0,469.0,162.0,176.0,213.0,42.0,114.0
b3708,3660.0,132.0,115532.0,415.0,53.0,1373.0,224.0,2090.0,1099.0,432.0,12.0,7102.0
b2964,1950.0,345.0,4809.0,519.0,177.0,5166.0,1547.0,1091.0,2195.0,1039.0,179.0,5659.0
b1463,6909.0,294.0,4171.0,361.0,38.0,643.0,3094.0,123.0,1764.0,5687.0,148.0,1148.0
b2204,128.0,35.0,319.0,490.0,186.0,2334.0,210.0,909.0,1811.0,225.0,90.0,4048.0
b2099,168.0,41.0,224.0,22.0,43.0,249.0,278.0,49.0,237.0,287.0,35.0,71.0
b1846,1458.0,539.0,868.0,297.0,216.0,1202.0,1271.0,339.0,1517.0,1216.0,69.0,657.0
b1320,616.0,201.0,2030.0,78.0,374.0,3523.0,1860.0,623.0,1545.0,1050.0,147.0,311.0
b2317,1259.0,555.0,2529.0,199.0,935.0,3078.0,2298.0,614.0,2689.0,2688.0,304.0,676.0
b1962,1623.0,264.0,967.0,220.0,672.0,1280.0,2904.0,566.0,1239.0,2604.0,172.0,486.0
b4098,72.0,7.0,135.0,6.0,17.0,98.0,99.0,8.0,40.0,42.0,3.0,14.0
b0931,6634.0,1161.0,4207.0,754.0,2738.0,8682.0,10741.0,1223.0,7988.0,14008.0,1485.0,2130.0
b2021,3371.0,308.0,1376.0,194.0,447.0,2202.0,3125.0,705.0,1590.0,1875.0,318.0,463.0
b4535,344.0,30.0,141.0,31.0,43.0,50.0,340.0,49.0,61.0,236.0,31.0,51.0
b0494,1416.0,294.0,907.0,85.0,469.0,1772.0,2133.0,402.0,1364.0,1805.0,201.0,389.0
b2732,1072.0,205.0,133.0,68.0,50.0,202.0,416.0,304.0,234.0,882.0,52.0,225.0
b1868,551.0,129.0,550.0,42.0,273.0,793.0,1091.0,261.0,387.0,946.0,83.0,102.0
b2904,25882.0,338.0,37301.0,477.0,280.0,31212.0,64566.0,3626.0,18574.0,65484.0,128.0,4361.0
b3772,12579.0,207.0,864.0,157.0,829.0,3473.0,26908.0,1463.0,1903.0,16181.0,440.0,621.0
b0434,1468.0,1407.0,4173.0,157.0,2681.0,7613.0,2712.0,548.0,5031.0,2794.0,1295.0,668.0
b3244,15173.0,1521.0,20743.0,680.0,2456.0,20185.0,28831.0,1965.0,17714.0,21454.0,1135.0,3135.0
b1930,81.0,23.0,927.0,19.0,32.0,1495.0,138.0,76.0,1563.0,88.0,13.0,37.0
