K-12,HM43_UR,HM43_UTI,HM43_LB,HM43_mouse,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse,HM86_LB,HM86_UR,HM86_UTI,HM86_mouse
b4151,196.0,41.0,5541.0,132.0,79.0,1085.0,277.0,279.0,355.0,60.0,9.0,474.0
b1232,4219.0,1418.0,5708.0,269.0,3012.0,7349.0,11575.0,1859.0,4357.0,10261.0,1326.0,845.0
b2784,10380.0,1259.0,11167.0,934.0,1634.0,10757.0,15699.0,1305.0,7546.0,18829.0,938.0,3161.0
b1821,51.0,42.0,136.0,510.0,915.0,519.0,47.0,1104.0,1844.0,180.0,448.0,3964.0
b3802,9567.0,683.0,12447.0,520.0,1474.0,17023.0,15582.0,2159.0,11828.0,15219.0,687.0,2180.0
b0168,3834.0,2099.0,9689.0,431.0,2955.0,13959.0,7487.0,983.0,16945.0,13804.0,1870.0,2807.0
b4465,163.0,12.0,119.0,23.0,22.0,278.0,314.0,60.0,69.0,139.0,5.0,43.0
b2906,2292.0,283.0,4159.0,364.0,1022.0,3971.0,3421.0,658.0,3888.0,3527.0,292.0,1165.0
b0095,33041.0,3757.0,55126.0,2570.0,5244.0,56504.0,48813.0,5494.0,52942.0,53645.0,2826.0,9403.0
b4099,28.0,2.0,69.0,3.0,6.0,96.0,84.0,17.0,30.0,55.0,1.0,14.0
b3892,12024.0,5404.0,5941.0,872.0,9135.0,21083.0,15627.0,4360.0,17129.0,27268.0,5536.0,5127.0
b2707,46544.0,745.0,5630.0,665.0,1162.0,6856.0,11655.0,7553.0,3975.0,9340.0,449.0,1387.0
b3295,57368.0,61844.0,341170.0,33671.0,160563.0,773185.0,128263.0,75075.0,762614.0,189849.0,52666.0,168703.0
b4310,6171.0,155.0,2786.0,150.0,134.0,1263.0,4150.0,755.0,835.0,1617.0,72.0,296.0
b1900,6746.0,64.0,1416.0,406.0,64.0,596.0,29184.0,2236.0,220.0,3432.0,18.0,1022.0
b3156,1024.0,115.0,1576.0,145.0,188.0,1741.0,1268.0,328.0,5645.0,5046.0,210.0,2254.0
b1523,192.0,164.0,329.0,56.0,130.0,193.0,180.0,91.0,200.0,435.0,137.0,70.0
b3995,6698.0,348.0,9525.0,143.0,173.0,5887.0,8065.0,461.0,5091.0,6681.0,187.0,892.0
b2201,424.0,61.0,652.0,215.0,110.0,468.0,411.0,404.0,404.0,542.0,63.0,744.0
b2924,13092.0,1188.0,22573.0,653.0,2797.0,17679.0,16163.0,2174.0,10894.0,7364.0,850.0,1757.0
b0599,753.0,231.0,300.0,267.0,140.0,444.0,1382.0,756.0,115.0,277.0,70.0,185.0
b3726,792.0,461.0,2544.0,145.0,391.0,4358.0,2501.0,330.0,4294.0,1832.0,408.0,780.0
b4327,410.0,249.0,766.0,130.0,272.0,1968.0,1427.0,362.0,1616.0,1383.0,156.0,620.0
b1491,578.0,418.0,3848.0,128.0,449.0,4638.0,3487.0,532.0,4223.0,2955.0,333.0,623.0
b0652,2658.0,50.0,1608.0,70.0,61.0,2219.0,8352.0,315.0,979.0,8684.0,78.0,239.0
b2823,528.0,57.0,627.0,36.0,146.0,1584.0,1785.0,205.0,1120.0,1567.0,46.0,272.0
b0068,1607.0,306.0,1851.0,273.0,589.0,1848.0,694.0,107.0,1694.0,609.0,221.0,399.0
b2871,80.0,13.0,134.0,254.0,29.0,178.0,168.0,854.0,73.0,79.0,2.0,7921.0
b0751,19736.0,190.0,2713.0,169.0,592.0,2411.0,4241.0,475.0,1488.0,2311.0,181.0,725.0
b0133,3770.0,800.0,8236.0,799.0,600.0,6761.0,3626.0,335.0,5663.0,4370.0,507.0,1293.0
b3188,253.0,52.0,144.0,64.0,62.0,129.0,443.0,198.0,151.0,308.0,22.0,136.0
b0058,921.0,213.0,1183.0,143.0,886.0,1844.0,1042.0,336.0,1487.0,726.0,413.0,569.0
b4554,6027.0,235.0,2568.0,200.0,108.0,3076.0,21491.0,796.0,3322.0,6574.0,86.0,660.0
b3936,628.0,2417.0,4542.0,340.0,3941.0,4584.0,347.0,515.0,4278.0,500.0,2167.0,1122.0
b0041,103.0,43.0,121.0,108.0,87.0,170.0,179.0,360.0,144.0,151.0,21.0,538.0
b1099,1884.0,779.0,1907.0,320.0,1309.0,3551.0,3291.0,697.0,3220.0,3403.0,592.0,865.0
b1738,929.0,172.0,887.0,30.0,257.0,1091.0,2029.0,228.0,1033.0,2561.0,73.0,191.0
b4108,1943.0,1959.0,2850.0,464.0,9430.0,3006.0,2841.0,1983.0,3150.0,1036.0,2425.0,1188.0
b1823,5003.0,897.0,10760.0,241.0,946.0,26472.0,16696.0,909.0,11864.0,12418.0,855.0,1796.0
b0767,11038.0,659.0,20966.0,303.0,694.0,14527.0,22244.0,1347.0,11935.0,15811.0,381.0,1576.0
b0417,1214.0,652.0,3597.0,286.0,735.0,2160.0,1082.0,272.0,3863.0,2066.0,685.0,808.0
b3598,2028.0,82.0,506.0,42.0,37.0,1356.0,4219.0,90.0,330.0,1229.0,27.0,90.0
b2346,5320.0,472.0,6906.0,391.0,711.0,5431.0,5190.0,696.0,4076.0,5379.0,399.0,1133.0
b1164,38642.0,566.0,55895.0,324.0,158.0,1972.0,8112.0,325.0,1501.0,4693.0,101.0,388.0
b2729,406.0,56.0,718.0,145.0,128.0,923.0,1049.0,703.0,1028.0,569.0,59.0,1092.0
b0578,1742.0,563.0,4707.0,341.0,584.0,9621.0,3423.0,1508.0,7931.0,4580.0,390.0,1271.0
b0172,25009.0,3053.0,78867.0,1645.0,7450.0,100725.0,46361.0,8933.0,78369.0,41969.0,2543.0,10647.0
b4230,572.0,7.0,310.0,24.0,13.0,189.0,3817.0,82.0,72.0,1125.0,6.0,90.0
b4125,2468.0,358.0,4915.0,359.0,731.0,8778.0,5701.0,1147.0,7595.0,4992.0,272.0,2449.0
b1967,31717.0,762.0,28531.0,980.0,888.0,14925.0,63303.0,4865.0,2859.0,4761.0,199.0,1108.0
b1166,23467.0,88.0,16184.0,104.0,33.0,906.0,4237.0,142.0,353.0,887.0,11.0,106.0
b2272,585.0,26.0,631.0,78.0,12.0,117.0,175.0,110.0,602.0,718.0,8.0,373.0
b1882,6375.0,162.0,30066.0,48.0,32.0,14570.0,4501.0,111.0,845.0,937.0,32.0,110.0
b1742,230.0,6.0,3107.0,8.0,3.0,1023.0,129.0,10.0,33.0,79.0,3.0,8.0
b2107,2021.0,286.0,3643.0,103.0,721.0,5504.0,7250.0,1181.0,4645.0,3704.0,229.0,499.0
b1713,41961.0,8271.0,49040.0,3238.0,25724.0,84662.0,75645.0,10515.0,22824.0,9127.0,2704.0,4546.0
b0585,10156.0,1992.0,729.0,643.0,2231.0,1909.0,49804.0,3626.0,1623.0,45580.0,2207.0,4937.0
b1251,2246.0,300.0,1903.0,87.0,325.0,4519.0,8737.0,833.0,3188.0,6372.0,196.0,900.0
b0956,2804.0,425.0,3136.0,139.0,337.0,3268.0,3265.0,547.0,2657.0,2548.0,201.0,685.0
b3086,75.0,43.0,157.0,24.0,68.0,136.0,185.0,57.0,98.0,106.0,25.0,54.0
b2280,18481.0,1031.0,43494.0,1066.0,1407.0,27649.0,21953.0,3649.0,25475.0,16461.0,589.0,4924.0
b1772,540.0,68.0,994.0,138.0,56.0,817.0,583.0,177.0,556.0,701.0,29.0,174.0
b0074,133801.0,1487.0,882.0,352.0,820.0,1831.0,436938.0,962.0,1343.0,6227.0,522.0,735.0
b3655,4536.0,656.0,3547.0,346.0,204.0,1083.0,2047.0,304.0,4544.0,5693.0,259.0,1553.0
b4156,306.0,171.0,813.0,192.0,663.0,601.0,144.0,222.0,514.0,322.0,182.0,464.0
b0791,1455.0,202.0,3493.0,105.0,250.0,1614.0,3194.0,504.0,1200.0,1295.0,83.0,976.0
b2459,89.0,5.0,126.0,49.0,3.0,55.0,67.0,144.0,22.0,36.0,1.0,157.0
b4128,497.0,8.0,100.0,57.0,14.0,773.0,35.0,305.0,791.0,165.0,4.0,188.0
b2512,7019.0,1973.0,15180.0,844.0,3771.0,21612.0,13936.0,882.0,18214.0,15022.0,1732.0,3219.0
b0545,3110.0,175.0,2879.0,167.0,147.0,3037.0,3750.0,963.0,4047.0,3310.0,109.0,769.0
b1869,2814.0,372.0,4239.0,178.0,680.0,2253.0,4094.0,502.0,1671.0,2766.0,367.0,395.0
b3359,1342.0,567.0,1153.0,314.0,484.0,1147.0,1077.0,3005.0,918.0,4410.0,640.0,735.0
b2745,3023.0,470.0,8348.0,364.0,1155.0,9802.0,6251.0,1138.0,5755.0,5927.0,503.0,1294.0
b3452,430.0,12.0,1336.0,5.0,8.0,551.0,1063.0,39.0,87.0,242.0,5.0,22.0
b1876,3966.0,3103.0,16200.0,1075.0,9085.0,32836.0,8529.0,4707.0,27319.0,9183.0,3198.0,4666.0
b3070,1794.0,185.0,1497.0,197.0,251.0,3497.0,5642.0,652.0,3439.0,8352.0,189.0,935.0
b2966,367.0,46.0,399.0,26.0,72.0,1110.0,663.0,125.0,1032.0,448.0,42.0,249.0
b2181,3108.0,303.0,1037.0,111.0,313.0,1727.0,2135.0,178.0,1226.0,1946.0,358.0,277.0
b3252,4057.0,530.0,4690.0,422.0,618.0,4126.0,7591.0,1276.0,4590.0,9170.0,429.0,1855.0
b1779,67356.0,24170.0,329549.0,13918.0,27615.0,307608.0,124068.0,46171.0,204934.0,133386.0,14011.0,53942.0
b0636,616.0,194.0,774.0,112.0,725.0,849.0,720.0,161.0,493.0,698.0,352.0,425.0
b4116,157.0,15.0,2501.0,187.0,86.0,9935.0,928.0,1895.0,1647.0,140.0,5.0,639.0
b2467,1594.0,419.0,1748.0,118.0,790.0,3330.0,8045.0,153.0,2273.0,4995.0,277.0,514.0
b3160,1570.0,35.0,2596.0,75.0,110.0,1784.0,3859.0,265.0,571.0,2132.0,17.0,156.0
b2315,6698.0,1963.0,19412.0,760.0,3744.0,28176.0,16970.0,1047.0,18945.0,16343.0,1794.0,4143.0
b1812,464.0,453.0,4704.0,83.0,927.0,4383.0,1222.0,399.0,3679.0,1856.0,489.0,497.0
b3781,5259.0,823.0,9791.0,461.0,2270.0,9265.0,6749.0,1396.0,6358.0,4706.0,1031.0,1561.0
b2548,429.0,28.0,380.0,50.0,49.0,274.0,375.0,78.0,97.0,202.0,7.0,148.0
b3635,571.0,1269.0,2777.0,218.0,1871.0,6330.0,2533.0,1360.0,8596.0,2992.0,846.0,1618.0
b2232,2115.0,904.0,4651.0,256.0,2362.0,6582.0,7975.0,1955.0,8881.0,10121.0,1253.0,1353.0
b2213,1121.0,37.0,1208.0,97.0,179.0,1608.0,4058.0,460.0,570.0,1383.0,49.0,325.0
b2843,2053.0,78.0,1361.0,109.0,79.0,1647.0,16844.0,582.0,947.0,15989.0,21.0,1773.0
b1638,3399.0,1231.0,9054.0,361.0,1307.0,18604.0,13521.0,1703.0,15788.0,16542.0,806.0,1916.0
b3028,1203.0,303.0,2031.0,173.0,865.0,3720.0,4793.0,1135.0,3758.0,3855.0,259.0,482.0
b4542,236.0,16.0,187.0,31.0,37.0,250.0,1046.0,98.0,328.0,1885.0,35.0,130.0
b1097,2090.0,810.0,2903.0,375.0,1830.0,5182.0,5730.0,961.0,4740.0,5038.0,790.0,1334.0
b3865,3214.0,1010.0,8946.0,307.0,2367.0,15201.0,9760.0,1122.0,18444.0,11033.0,1321.0,2223.0
b1629,1198.0,782.0,3560.0,764.0,2443.0,7556.0,7233.0,1553.0,6523.0,9702.0,1460.0,1509.0
b1912,5892.0,772.0,6222.0,388.0,842.0,9992.0,10106.0,1251.0,10206.0,12151.0,482.0,1733.0
b2374,116.0,20.0,96.0,210.0,97.0,135.0,674.0,424.0,76.0,121.0,18.0,513.0
b3520,434.0,33.0,325.0,30.0,48.0,580.0,1197.0,251.0,91.0,286.0,10.0,68.0
b3236,67011.0,5170.0,253070.0,6244.0,2325.0,182065.0,147630.0,17875.0,218068.0,257602.0,2037.0,27868.0
b0786,4814.0,620.0,4369.0,238.0,713.0,5227.0,6669.0,535.0,3980.0,3197.0,377.0,961.0
b0797,461.0,935.0,798.0,282.0,3821.0,4173.0,1342.0,1155.0,3184.0,1412.0,1196.0,1136.0
b1427,2303.0,240.0,1561.0,93.0,252.0,1605.0,4919.0,475.0,1475.0,5789.0,172.0,523.0
b0314,5845.0,320.0,2763.0,348.0,326.0,2788.0,6717.0,295.0,2129.0,3754.0,312.0,1013.0
b1072,149.0,116.0,627.0,17.0,28.0,3033.0,268.0,49.0,1282.0,215.0,46.0,71.0
b2573,37294.0,5183.0,13016.0,2419.0,5327.0,14917.0,131377.0,10879.0,11656.0,76060.0,1307.0,13077.0
b2713,134.0,7.0,109.0,41.0,15.0,123.0,205.0,77.0,34.0,140.0,6.0,97.0
b1254,1712.0,954.0,2223.0,110.0,1959.0,4520.0,2302.0,528.0,4353.0,2246.0,843.0,627.0
b1884,1679.0,58.0,6824.0,13.0,12.0,3870.0,1002.0,18.0,101.0,105.0,12.0,35.0
b3155,348.0,116.0,650.0,59.0,820.0,4878.0,5976.0,1211.0,1937.0,2001.0,116.0,255.0
b1712,17712.0,1905.0,14455.0,499.0,1907.0,13268.0,25107.0,2215.0,11841.0,13870.0,1470.0,2675.0
b4176,375.0,99.0,516.0,56.0,237.0,344.0,325.0,55.0,336.0,512.0,109.0,199.0
b4235,8640.0,1022.0,36388.0,538.0,2901.0,30995.0,18977.0,2587.0,24389.0,13504.0,866.0,3117.0
b3945,5321.0,222.0,4963.0,369.0,562.0,6895.0,20803.0,1779.0,4062.0,12607.0,170.0,1457.0
b2469,1218.0,301.0,1565.0,323.0,1031.0,2057.0,2986.0,1233.0,1516.0,1534.0,304.0,1011.0
b0048,3437.0,1225.0,8434.0,233.0,2141.0,11954.0,7514.0,1437.0,10852.0,4153.0,1064.0,1864.0
b0812,107468.0,4802.0,87850.0,3538.0,4407.0,25334.0,305200.0,11303.0,12555.0,37432.0,929.0,8165.0
b2399,550.0,47.0,853.0,39.0,122.0,1989.0,2606.0,120.0,2619.0,4977.0,86.0,859.0
b2130,1784.0,16.0,2225.0,23.0,41.0,530.0,2099.0,108.0,160.0,1121.0,11.0,44.0
b4053,1237.0,470.0,2581.0,280.0,1311.0,9934.0,9030.0,1149.0,6504.0,4348.0,1070.0,1331.0
b3962,14316.0,814.0,62853.0,633.0,446.0,30498.0,20054.0,1082.0,31117.0,31135.0,689.0,1705.0
b4243,1529.0,421.0,13713.0,430.0,1344.0,23541.0,6101.0,2610.0,13238.0,6050.0,360.0,2445.0
b0405,648.0,1786.0,2190.0,407.0,4700.0,7908.0,1969.0,1678.0,7104.0,3269.0,2033.0,1798.0
b4034,1982.0,1771.0,55190.0,1011.0,295.0,8163.0,11170.0,3377.0,45336.0,18381.0,142.0,9605.0
b3078,98.0,147.0,138.0,105.0,88.0,180.0,141.0,166.0,144.0,270.0,32.0,144.0
b0525,6477.0,3747.0,24082.0,833.0,11489.0,31864.0,17612.0,4013.0,33166.0,17104.0,4390.0,5336.0
b0873,162.0,193.0,159.0,333.0,256.0,158.0,271.0,1340.0,116.0,175.0,67.0,299.0
b1858,900.0,511.0,1332.0,666.0,543.0,1532.0,1768.0,569.0,1394.0,1692.0,225.0,853.0
b0189,843.0,64.0,668.0,24.0,70.0,262.0,520.0,53.0,190.0,283.0,24.0,106.0
b4006,480.0,294.0,4442.0,542.0,1404.0,7398.0,10329.0,2561.0,8555.0,21842.0,403.0,4208.0
b2253,5304.0,218.0,4037.0,147.0,199.0,16562.0,14869.0,753.0,8962.0,4191.0,61.0,222.0
b4175,39203.0,4197.0,38322.0,1510.0,7705.0,68394.0,54681.0,5700.0,41540.0,41479.0,2474.0,7089.0
b1062,680.0,393.0,11785.0,237.0,758.0,10338.0,3907.0,755.0,8652.0,4134.0,371.0,883.0
b2265,4557.0,1021.0,3950.0,409.0,2583.0,5589.0,11835.0,1137.0,4130.0,11135.0,1099.0,1170.0
b2709,1275.0,118.0,939.0,278.0,181.0,1637.0,1337.0,346.0,1379.0,1381.0,114.0,585.0
b2202,753.0,137.0,1099.0,413.0,185.0,1695.0,802.0,779.0,1548.0,958.0,128.0,2584.0
b0480,8478.0,778.0,22426.0,424.0,754.0,11724.0,11097.0,581.0,9549.0,11630.0,559.0,1866.0
b1303,858.0,166.0,856.0,102.0,178.0,2743.0,1987.0,528.0,2624.0,2396.0,67.0,604.0
b3494,3804.0,21.0,1988.0,47.0,34.0,556.0,4611.0,175.0,202.0,1324.0,26.0,122.0
b2735,3517.0,161.0,2821.0,128.0,199.0,2304.0,1513.0,411.0,1471.0,1164.0,118.0,450.0
b1655,5072.0,994.0,15827.0,389.0,1758.0,5287.0,10327.0,1689.0,6327.0,16013.0,1279.0,2039.0
